"Obs. Date","Obs. value","Series key","Indicator title","Units","Obs. status"
"2013-04","7.54","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2013-05","9.77","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2013-06","8.42","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2016-07","49.64","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-08","45.46","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-09","47.32","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-10","49.11","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-11","46.88","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-12","48.48","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-01","52.19","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-02","43.19","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-03","47.87","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-04","41.16","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-05","44.21","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-06","42.00","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-07","42.83","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-08","39.64","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-09","38.77","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-10","40.65","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-11","38.44","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-12","37.68","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-01","44.00","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-02","35.86","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-03","40.13","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-02","2.08","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-03","1.72","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-04","1.78","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-05","2.02","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-06","1.67","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-07","2.28","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-08","2.53","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-09","2.79","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-10","4.52","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-11","6.40","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-12","7.19","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-01","10.24","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-02","10.93","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-03","15.40","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-04","13.63","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-05","14.68","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-06","14.49","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-07","11.96","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-08","12.85","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-09","12.82","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-10","15.38","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-11","16.22","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2023-12","14.10","MIR.M.U2.B.L22.G.B.A.2250.EUR.N","From households - With an agreed maturity - over 1 and up to 2yrs","EUR billions","P"
"2019-08","4.28","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2019-09","4.77","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2019-10","5.04","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2019-11","4.72","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2019-12","5.02","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-01","5.23","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-02","4.52","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-03","3.60","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-04","2.74","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-05","3.00","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-06","3.69","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-07","3.52","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-08","2.89","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-09","3.26","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-10","3.86","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-11","3.46","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2020-12","3.97","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-01","3.76","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-02","3.49","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-03","3.56","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-04","2.96","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-05","2.85","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-06","2.88","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-07","3.06","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-08","2.60","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-09","2.74","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-10","2.76","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-11","2.92","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2009-11","193.22","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2009-12","195.61","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-01","181.73","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-02","161.71","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-03","186.14","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-04","173.59","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-05","168.58","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-06","164.77","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-07","164.80","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-08","142.88","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-05","2.71","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2019-06","2.66","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2019-07","3.34","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2019-08","1.70","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2019-09","3.38","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2019-10","2.27","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2019-11","2.64","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2019-12","4.85","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2013-07","7.84","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2013-08","6.20","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2013-09","7.40","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2013-10","11.21","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2013-11","7.53","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2013-12","10.67","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2003-01","153.58","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-02","136.63","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-03","149.69","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-04","145.55","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-01","129.19","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-02","116.12","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-03","124.45","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-04","121.68","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-05","117.78","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-06","115.65","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-07","123.55","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-08","103.54","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-09","117.29","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-04","39.39","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-05","40.71","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-06","39.74","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-07","42.96","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-08","38.44","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-12","3.28","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-01","3.05","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2010-09","167.83","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-10","157.39","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-11","157.93","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-12","189.52","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2011-01","177.08","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-01","2.66","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-02","1.64","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-03","1.88","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-04","3.22","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2014-01","7.39","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-02","9.71","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2003-05","152.73","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-06","177.11","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-07","197.08","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-08","179.79","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-09","176.94","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-10","118.94","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-11","111.92","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2003-12","119.11","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-01","126.84","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-02","104.52","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-03","115.97","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-04","114.27","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-05","107.31","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-06","103.87","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-07","110.46","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-08","101.39","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-09","103.99","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-10","106.07","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-11","104.23","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2004-12","110.77","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-01","122.19","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-02","104.77","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-03","109.97","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-04","103.19","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-05","102.22","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-06","108.85","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-07","102.51","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-08","100.99","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-09","105.63","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-10","108.63","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-11","112.20","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2005-12","124.18","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-01","136.27","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-02","118.37","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-03","133.32","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-04","118.05","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-05","128.56","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-09","39.13","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-10","42.26","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-11","40.37","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-12","41.63","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-01","48.22","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-02","39.32","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-01","2.91","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-02","2.58","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-03","3.21","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-04","2.68","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-02","3.06","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-03","4.54","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-04","2.92","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-05","2.14","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-06","3.20","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-07","4.13","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-08","1.56","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-09","2.43","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-10","3.28","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-11","2.50","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2015-12","4.56","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-01","3.13","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-02","3.06","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-03","3.83","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-04","2.62","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-05","2.89","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-06","4.16","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-07","2.60","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-08","1.40","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-09","2.23","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-10","1.83","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-11","2.67","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2016-12","2.56","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-01","1.80","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-02","1.74","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-03","2.10","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-04","2.49","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-05","2.27","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-06","2.37","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-07","3.43","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
